"id","date","source","title","E1","E2","E3","GOLD","Model"
"1664578628_49140","2020-09-28","WSJ","Streetwise: Inflation Is Already Here for Key Goods","Big money rests on what will happen next - is caused by - the Federal Reserve has committed not to raise rates until PCE inflation hits 2%
supply and demand - causes - the divide in inflation between the stuff we want and the stuff we don't","Big money rests on what will happen next - is caused by - the Federal Reserve has committed not to raise rates until PCE inflation hits 2%","Big money rests on what will happen next - is caused by - the Federal Reserve has committed not to raise rates until PCE inflation hits 2%
The laws of supply and demand - causes - the divide in inflation between the stuff we want and the stuff we don't (x)","the reopening of the economy - causes - pushed three-month annualized CPI inflation above 3%. 
Big money rests on what will happen next - is caused by - the Federal Reserve has committed not to raise rates until PCE inflation hits 2%
The laws of supply and demand - causes - the divide in inflation between the stuff we want and the stuff we don't","- the reopening of the economy - causes - three-month annualized CPI inflation to rise above 3%
- the Federal Reserve has committed not to raise rates - is caused by - PCE inflation reaching 2%
- the Federal Reserve will start increasing rates earlier than the current expectation - causes - Treasurys, stocks and the dollar to depend on this decision
- The laws of supply and demand - causes - the divide in inflation between desired goods and undesired goods"
"1664588330_40506","2021-06-09","WSJ","U.S. News: Nations' Wealth Gap Expected to Widen --- World Bank says major economies will power the recovery, leaving poorer ones to struggle","High debt levels - causes - threat to the outlook for many emerging and developing countries (x)
High debt levels pose a threat to the outlook for many emerging and developing countries - is caused by - inflation could lead to higher borrowing costs
inflation - causes - higher borrowing costs
A resurgence of Covid-19 - causes - threat to the outlook for many emerging and developing countries (x)
risks from record-high debt are addressed - causes - these economies are less vulnerable to financial-market stress (x)
investor risk sentiment deteriorates - is caused by - inflation pressures in advanced economics","inflation - causes - higher borrowing costs
risks from record-high debt - causes - {these economies|emerging and developing countries} remain vulnerable to financial-market stress should investor risk sentiment deteriorate (x)
investor risk sentiment deteriorate - is caused by - inflation pressures in advanced economics","High debt levels - causes - a threat to the {outlook|the growth outlook} for many emerging and developing countries
High debt levels - causes - inflation 
inflation - causes - higher borrowing costs
risks from record-high debt - causes - {these economies|economies in sub-Saharan Africa} remain vulnerable to financial-market stress should investor risk sentiment deteriorate as a result of inflation pressures in advanced economics (x)
{investor risk sentiment|investor risk sentiment for economies in sub-Saharan Africa} could deteriorate - is caused by - inflation pressures in advanced economics","High debt levels - causes - threat to the outlook for many emerging and developing countries (x)
High debt levels - causes - inflation 
inflation - causes - higher borrowing costs
High debt levels pose a threat to the outlook for many emerging and developing countries - is caused by - inflation could lead to higher borrowing costs
A resurgence of Covid-19 - causes - {threat|threat to the outlook for many emerging and developing countries} (x)
risks from record-high debt - causes - {these economies|emerging and developing countries} remain vulnerable to financial-market stress should investor risk sentiment deteriorate (x)
investor risk sentiment deteriorates - is caused by - inflation pressures in advanced economics","- High debt levels pose a threat to the outlook for many emerging and developing countries - is caused by - inflation leading to higher borrowing costs 
- emerging and developing economies remain vulnerable to financial-market stress - is caused by - investor risk sentiment deteriorating due to inflation pressures in advanced economies"
"1664602381_29057","2022-06-23","WSJ","World News: Economy Faces Collapse, Sri Lanka Says","bailout from the IMF - causes - aversion of an impending economic disaster (x)","indebted economy faced complete collapse - causes - tough austerity measures (x)
indebted economy faced complete collapse - is caused by - Sri Lankans have endured months of double-digit inflation
indebted economy faced complete collapse - is caused by - Sri Lankans have endured months of rolling power blackouts (x)
indebted economy faced complete collapse - is caused by - Sri Lankans have endured months of acute shortages in food (x)
indebted economy faced complete collapse - is caused by - Sri Lankans have endured months of acute shortages in medicines (x)","{its|Sri Lanka’s} indebted economy {faced|faces} complete collapse - causes - tough austerity measures
A bailout from the IMF - causes - {avert|aversion of} {an impending economic disaster|an impending economic disaster in Sri Lanka}","{its|Sri Lanka’s} indebted economy faced complete collapse - causes - tough austerity measures (x)
indebted economy faced complete collapse - is caused by - Sri Lankans have endured months of double-digit inflation
indebted economy faced complete collapse - is caused by - Sri Lankans have endured months of rolling power blackouts (x)
indebted economy faced complete collapse - is caused by - Sri Lankans have endured months of acute shortages in food (x)
indebted economy faced complete collapse - is caused by - Sri Lankans have endured months of acute shortages in medicines (x)
A bailout from the IMF - causes - avert an impending economic disaster (x)","- Sri Lanka's indebted economy faced complete collapse - causes - Sri Lanka laying the groundwork for tough austerity measures as part of negotiations over its budget and an International Monetary Fund bailout 
- Sri Lankans enduring months of double-digit inflation - causes - rolling power blackouts and acute shortages in food and medicines 
- A bailout from the International Monetary Fund - causes - averting an impending economic disaster in Sri Lanka"
"1664263353_20271","2005-08-05","WSJ","Washington Wire: A Special Weekly Report From The Wall Street Journal's Capital Bureau","Fears of a ""soft patch"" fade - is caused by - data on industrial output, capital spending and services portray an economy ""firing on all cylinders"" (x)
high gas prices - causes - high consumer spirits","Fears of a """"soft patch"""" fade - is caused by - data on industrial output, capital spending and services portray an economy """"firing on all cylinders,""""
high gas prices - causes - damp consumer spirits","Fears of a """"soft patch"""" fade - is caused by - data on industrial output, capital spending and services portray an economy """"firing on all cylinders,""” (x)
high gas prices - causes - {damp|dampening of} consumer spirits
July jobless report - causes - clues to the labor market's health","Fears of a ""soft patch"" fade - is caused by - data on industrial output, capital spending and services portray an economy ""firing on all cylinders"" (x)
high gas prices - causes - damp consumer spirits","- Fears of a ""soft patch"" fade - is caused by - data on industrial output, capital spending and services portray an economy ""firing on all cylinders"" 
- wage increases lag behind - despite - low unemployment 
- high gas prices - causes - damp consumer spirits 
- A break in house-price increases remains a risk - is caused by - mortgage rates inch up but stay low"
"1664594834_22486","2021-09-07","WSJ","Investing in Funds & ETFs: A Monthly Analysis --- Ask Encore: The Big Assumption: Future Returns","{investment in} stocks - causes - about 10% annual return
{investment in} intermediate-term bonds - causes - about 5% annual return","BLANK","(inflation has averaged about 3% annually since the early 1900s - causes - the real rate of return on stocks is closer to 7%)
(inflation has averaged about 3% annually since the early 1900s - causes - the real rate of return on bonds is closer to 2%.)
Wenn Narrative, dann ggf. zusammen lassen, weil sie eigentlich zusammen das Narrativ beschreiben, dass sich Stocks langfristig mehr lohnen als Bonds","{investment in} stocks - causes - about 10% annual return
{investment in} intermediate-term bonds - causes - about 5% annual return","BLANK"
"52DB-0SS1-DXY4-X3C3","2011-03-17","NYT","Producer Prices Rise at Fast Clip; Housing Starts Decline","Producer prices surged in February at their fastest pace in about 18 months - is caused by - high food and energy prices [high prices ein Event?]","Producer prices surged - is caused by - high food prices
Producer prices surged - is caused by - high energy prices
housing starts declined the most in 27 years in February while building permits dropped to their lowest level on record - is caused by - real estate sector has yet to rebound from its deep slump (x)","Producer prices surged in February at their fastest pace in about 18 months - is caused by - {lifted by|increases in} high food and energy prices.
housing starts declined the most in 27 years in February while building permits dropped to their lowest level on record - is caused by - the beleaguered real estate sector has yet to rebound from its deep slump","Producer prices surged - is caused by - high food prices
Producer prices surged - is caused by - high energy prices
housing starts declined the most in 27 years in February while building permits dropped to their lowest level on record - is caused by - real estate sector has yet to rebound from its deep slump (x)","- Producer prices surged in February at their fastest pace in about 18 months - is caused by - high food and energy prices 
- housing starts declined the most in 27 years in February - causes - building permits dropped to their lowest level on record"
"1664546427_36725","2018-10-06","WSJ","Unemployment Hits Lowest Rate in 49 Years --- Jobless levels not seen since Vietnam War, retiring baby boomers leave fewer people to work","combination of strong growth and the enlistment of young men from the civilian labor force - causes - unemployment wrang out of the economy (x)
bout of rising inflation and interest rates - causes - recession
bout of rising inflation and interest rates - causes - rising joblessness
burst of another run below 4% in 2000 after just a few months - is caused by - bubble in technology stocks (x)","combination of strong growth and the enlistment of young men from the civilian labor force - causes - wring unemployment out of the economy (x)
bout of rising inflation and interest rates - causes - recession
bout of rising inflation and interest rates - causes - rising joblessness","the combination of strong growth and the enlistment of young men from the civilian labor force - causes - unemployment is largely wrung out of the economy (x)
a bout of rising inflation and interest rates - causes - rising joblessness
a bout of rising inflation and interest rates - causes - recession
Bursting of {Another run|a run of unemployment} below 4% in 2000 that lasted just a few months - is caused by - a bubble in technology stocks (x)","the combination of strong growth and the enlistment of young men from the civilian labor force - causes - wring unemployment out of the economy (x)
a bout of rising inflation and interest rates - causes - recession
a bout of rising inflation and interest rates - causes - rising joblessness
Bursting of {Another run|a run of unemployment} below 4% in 2000 that lasted just a few months - is caused by - a bubble in technology stocks (x)","- The combination of strong economic growth and the enlistment of young men from the civilian labor force - causes - a significant reduction in unemployment in the economy 
- A period of rising inflation and interest rates - causes - recession and an increase in joblessness 
- A bubble in technology stocks - causes - the period of unemployment below 4% in 2000 to end after just a few months"
"1664381741_23824","2011-02-15","WSJ","World News: China's Inflation Rises 4.9%","lowering inflation - is caused by - attacking China's rising food costs","{the government|China's government} would tame inflation - is caused by - attacking China's rising food costs","{the government|China’s government} taming inflation - is caused by - {the government|China’s government} attacking China's rising food costs
the stable development of agricultural products - causes - the effective supply of agricultural products, especially grain
the stable development of agricultural products - causes - overall basic stability of goods prices","the stable development of agricultural products - causes - the effective supply of agricultural products, especially grain
the stable development of agricultural products - causes - overall basic stability of goods prices
{the government|China's government} would tame inflation - is caused by - {China's government} attacking China's rising food costs","- China has raised interest rates three times since October - causes - benchmark lending rates in China are still barely above the rate of inflation 
- the Chinese government would tame inflation - is caused by - attacking China's rising food costs 
- China's imports rose 51% in January - causes - nearly twice as fast growth in imports as it did a month earlier"
"1664494310_26008","2015-11-19","WSJ","Fed Makes Case for December Hike","economy brighting up - causes - some Fed officials felt in October it was already time to raise rates","the Labor Department's consumer-price index, released this week, showed inflation outside of the food and energy sector firmed - causes - """"some"""" Fed officials felt in October it was already time to raise rates","BLANK","the Labor Department's consumer-price index, released this week, showed inflation outside of the food and energy sector firmed - causes - """"some"""" Fed officials felt in October it was already time to raise rates","- Broader measures of unemployment that account for discouraged and part-time workers are receding - causes - the U.S. unemployment rate dropped to 5% in October
- Wages picked up in October - causes - inflation outside of the food and energy sector firmed
- Futures markets are pricing a 68% probability of a quarter-percentage-point increase in rates at the December meeting - is caused by - near 50% probability right after the October meeting"
"1665012964_26846","2014-01-02","WSJ","Year-End Review & Outlook of Markets & Finance: Emerging Markets Go to Polls --- Elections in Brazil, India and Elsewhere Create Uncertainty for Investors in 2014","frenetic economic growth in recent years - causes - foreigners lured into regional stocks and bond markets (x)
Higher inflation - causes - devalued savings
public anger over governance - causes - protests in places such as Brazil and Turkey (x)
panic experienced earlier in the year - is caused by - the Fed initiated discussions about {such a move|pullback from economic stimulus}","frenetic economic growth in recent years - caused - luring foreigners into regional stocks (x)
frenetic economic growth in recent years - caused - luring foreigners into bond markets (x)
panic - is caused by - Fed initiated discussions about {such a move|its long-awaited pullback from economic stimulus} (x)","precarious time for emerging-market nations - is caused by - The frenetic economic growth in recent years that lured foreigners into regional stocks and bond markets has stalled. (x)
frenetic economic growth in recent years - causes - luring of foreigners into regional stocks (x)
frenetic economic growth in recent years - causes - luring of foreigners into bond markets (x)
Higher inflation - caused - reduction of savings 
Higher inflation - caused - public anger over governance has spilled onto the streets in places such as Brazil and Turkey
the Fed announced its long-awaited pullback from economic stimulus - causes - global markets have reacted relatively calmly (x)
panic - is caused by - the Fed initiating discussions about {a move|a pullback from economic stimulus}","precarious time for emerging-market nations - is caused by - The frenetic economic growth in recent years that lured foreigners into regional stocks and bond markets has stalled. (x)
frenetic economic growth in recent years - caused - luring foreigners into regional stocks (x)
frenetic economic growth in recent years - caused - luring foreigners into bond markets (x)
Higher inflation - causes - {devalued} savings
public anger over governance - causes - {protests} in places such as Brazil and Turkey (x)
panic - is caused by - Fed initiated discussions about {such a move|its long-awaited pullback from economic stimulus} (x)","- The frenetic economic growth in recent years has stalled - causes - foreigners are no longer lured into regional stocks and bond markets 
- Higher inflation has bitten into savings - causes - public anger over governance spilling onto the streets in places such as Brazil and Turkey 
- The Federal Reserve announced its long-awaited pullback from economic stimulus - causes - Global markets reacting relatively calmly"
"1664240456_7228","2004-05-10","WSJ","Perfect Storm May Be Brewing For Investors","the Treasury's bellwether 10-year note sunk - causes - the yield rose (x)
strong jobs numbers - causes - inflation
inflation - causes - reduction of the future value of securities that pay a fixed return","report was released - causes - the Treasury's bellwether 10-year note sunk
the Treasury's bellwether 10-year note sunk - causes - sent the yield, which moves in the opposite direction of the price, to 4.771, its highest level since the summer of 2002
strong jobs numbers - causes - inflation","The release of that report Friday - causes - the Treasury's bellwether 10-year note sunk 1 8/32 points, or $12.50 per $1,000 invested. (x)
{That|the Treasury's bellwether 10-year note sinking 1 8/32 points, or $12.50 per $1,000 invested} - causes - {the yield|the Treasury's bellwether 10-year note’s yield} rises to 4.771. (x)
strong jobs numbers - causes - inflation
inflation - causes- reduction of the future value of securities that pay a fixed return","{That|the Treasury's bellwether 10-year note sinking} - causes - {the yield|the Treasury's bellwether 10-year note’s yield} rises. (x)
report was released - causes - the Treasury's bellwether 10-year note sunk (x)
strong jobs numbers - causes - inflation
inflation - causes - reduction of the future value of securities that pay a fixed return","- the Treasury's bellwether 10-year note sunk 1 8/32 points, or $12.50 per $1,000 invested - causes - the yield moves to 4.771, its highest level since the summer of 2002
- strong jobs numbers - causes - inflation
- inflation - causes - a reduction in the future value of securities that pay a fixed return
- The pain in bonds threatens to spread far beyond Treasury securities - causes - the housing market is affected, where consumers have taken on large amounts of debt to pay off their homes"
"1664586970_48660","2021-07-16","WSJ","U.S. News: Powell Concedes Anxiety on Inflation","U.S. consumer prices continued to accelerate in June at the fastest pace in 13 years - is caused by - recovery from the pandemic gained steam","U.S. consumer prices continued to accelerate in June at the fastest pace in 13 years - is caused by - the recovery from the pandemic gained steam","U.S. consumer prices continued to accelerate in June at the fastest pace in 13 years - is caused by - the recovery from the pandemic gained steam
We don't have another example of the last time we reopened a $20 trillion economy with lots of fiscal and monetary support - causes - We are humble about what we understand","U.S. consumer prices continued to accelerate in June at the fastest pace in 13 years - is caused by - recovery from the pandemic gained steam
We don't have another example of the last time we reopened a $20 trillion economy with lots of fiscal and monetary support - causes - We are humble about what we understand","- U.S. consumer prices continued to accelerate in June at the fastest pace in 13 years - is caused by - the recovery from the pandemic gaining momentum 
- The Labor Department's consumer-price index increased 5.4% in June from a year earlier - is caused by - U.S. consumer prices continued to accelerate in June at the fastest pace in 13 years"
"997212198_36898","2000-11-16","WSJ","
Fed Remains Focused on Inflation Fears


---


Agency Lets Rates Alone,


But Statement of Policy


Reverses Stocks' Rally


","economy could plunge toward a hard landing - is caused by - {interest} rates aren't eased
strong growth and modest price increases - causes - widespread optimism about the economy","economy could plunge toward a hard landing - is caused by - rates aren't eased","the economy could plunge toward a hard landing - is caused by - {rates|interest rates} aren't eased
{Each side|each side of the debate around monetary policy} can marshal a credible argument - is caused by - the economic outlook has changed a lot since last year
strong growth and modest price increases - causes - widespread optimism about the economy","economy could plunge toward a hard landing - is caused by - {rates|interest rates} aren't eased
{Each side|each side of the debate around monetary policy} can marshal a credible argument - is caused by - the economic outlook has changed a lot since last year
strong growth and modest price increases - causes - widespread optimism about the economy","- the economy could plunge toward a hard landing - is caused by - interest rates aren't eased 
- the economy has given off some worrisome inflation signals - is caused by - contrasting economic conditions this year"
"1671222166_35844","2022-12-16","WSJ","A World of Tighter Money","expectations that global monetary policy is going to get appreciably tighter - is caused by - Mr. Powell delivered a hawkish message
expectations of much tighter global financial conditions - causes - Thursday's sharp selloff in equities (x)","The BOE on Thursday raised its policy rate one-half of a percentage point - causes - much tighter global financial conditions to come
The BOE is showing signs of more skittishness than its peers amid a looming recession despite 10.7% inflation year-on-year last month - causes - much tighter global financial conditions to come
much tighter global financial conditions to come - causes - Thursday's sharp selloff in equities (x)","The BOE is showing signs of more skittishness than its peers - is caused by - a looming recession despite 10.7% inflation year-on-year last month 
tighter global financial conditions to come - causes - Thursday's sharp selloff in equities","The BOE is showing signs of more skittishness than its peers - is caused by - a looming recession despite 10.7% inflation year-on-year last month 
The BOE on Thursday raised its policy rate one-half of a percentage point, to 3.5%, but is showing signs of more skittishness than its peers amid a looming recession - causes - much tighter global financial conditions to come
much tighter global financial conditions to come - causes - Thursday's sharp selloff in equities (x)","- global monetary policy is going to get appreciably tighter - is caused by - Mr. Powell delivered a hawkish message Wednesday
- The Bank of England is showing signs of more skittishness than its peers - is caused by - a looming recession despite 10.7% inflation year-on-year last month
- much tighter global financial conditions to come - causes - sharp selloff in equities on Thursday
- British pension funds and crypto speculators have been early victims - is caused by - much tighter global financial conditions"
"1682510417_44780","2023-04-26","WSJ","IKEA Chops and Lightens Its Bestsellers to Cut Costs --- Inflation sends bookcases, beds and chairs back to the drawing board","IKEAs goal of keeping costs low became more challenging - is caused by - price of metal, glass, wood and plastic and shiooing costs have spiraled up
Inflation - causes - devaluation of consumers' wallets
higher prices - causes - Managers at IKEA knew that something had to change
higher prices - causes - in the past couple of years {they|Managers at IKEA} have taken some of their products back to the drawing board
higher prices - causes - Designers experimented with ways to reduce IKEA's reliance on wood to cut material and shipping costs
reliance on wood - causes - high material and shipping costs","{that goal|keeping costs low} has become more challenging - is caused by - The price of metal have spiraled up
{that goal|keeping costs low} has become more challenging - is caused by - The price of glass have spiraled up
{that goal|keeping costs low} has become more challenging - is caused by - The price of wood have spiraled up
{that goal|keeping costs low} has become more challenging - is caused by - The price of plastic have spiraled up
{that goal|keeping costs low} has become more challenging - is caused by - shipping costs have spiraled up
Managers at IKEA knew that something had to change to keep prices down and profits up - causes - they have taken some of their products back to the drawing board (x)","{that goal|IKEA’s relentless focus on keeping costs low} has become more challenging - is caused by - The price of metal, glass, wood and plastic have spiraled up, as have shipping costs.
Inflation - causes - squeezed consumers' wallets","{that goal|IKEA’s relentless focus on keeping costs low} has become more challenging - is caused by - The price of metal, glass, wood and plastic have spiraled up, as have shipping costs.
Inflation - causes - squeezed consumers' wallets
higher prices - causes - Managers at IKEA knew that something had to change
Managers at IKEA knew that something had to change - causes - in the past couple of years {they|Managers at IKEA} have taken some of their products back to the drawing board (x)
Managers at IKEA knew that something had to change - causes - Designers experimented with ways to reduce IKEA's reliance on wood to cut material and shipping costs (x)
{Reduce|Reducing} IKEA's reliance on wood - causes - to cut material and shipping costs","- The price of metal, glass, wood and plastic have spiraled up - causes - shipping costs have spiraled up 
- Inflation - causes - consumers' wallets are squeezed 
- Designers experimented with ways to reduce IKEA's reliance on wood - causes - cut material and shipping costs"
"1664384102_41071","2011-05-10","WSJ","Best on the Street (A Special Report): 2011 Analysts Survey --- Clothing & Accessories","Mr. Tubin is concerned about input-cost inflation - is caused by - Cotton prices are hovering at historic highs
Cotton prices are hovering at historic highs - causes - manufacturers of basic, cotton-intensive products are hurt
having strong brands and diverse distribution networks - causes - being better able to negotiate with retailers (x)
being better able to negotiate with retailers - causes - own margins are likely to be squeezed less than others' (x)","Mr. Tubin is concerned about input-cost inflation - is caused by - Cotton prices are hovering at historic highs
Cotton prices are hovering at historic highs - causes - hurt manufacturers of basic, cotton-intensive-products
Markers with strong brands and diverse distribution networks wille be better able to negotiate with retailers - causes - their margins are likely to be squeezed less than others","Cotton prices are hovering at historic highs - causes - manufacturers of basic, cotton-intensive products suffer.
{Makers|manufacturers of basic, cotton-intensive products} with strong brands and diverse distribution networks are better able to negotiate with retailers - causes - {their|manufacturers’ of basic, cotton-intensive products} margins are likely to be squeezed less than others","Mr. Tubin is concerned about input-cost inflation - is caused by - Cotton prices are hovering at historic highs
Cotton prices are hovering at historic highs - causes - hurt manufacturers of basic, cotton-intensive products
{Makers with|having} strong brands and diverse distribution networks - causes - being better able to negotiate with retailers (x)
{being} better able to negotiate with retailers - causes - own margins are likely to be squeezed less than others' (x)","- Columbia's stock started gaining in 2009 - is caused by - some of Columbia's new offerings began to bear fruit 
- Cotton prices are hovering at historic highs - causes - mainly hurt manufacturers of basic, cotton-intensive products 
- Makers with strong brands and diverse distribution networks will be better able to negotiate with retailers - causes - their margins are likely to be squeezed less than others"
"1664540355_45935","2018-06-22","WSJ","Banking & Finance: Europe's Central Banks Go Separate Ways on Rates","economic growth in the U.K. picking up in the months - is caused by - a soft start to the year (x)
economic growth in the U.K. picking up in the months - causes - rise in borrowing costs this summer
Swiss National Bank signaled no forthcoming changes - is caused by - the bank remains constrained by the actions of the European Central Bank (x)
shifting policy landscape - is caused by - rising uncertainty over the outlook for the global economy (x)
shifting policy landscape - is caused by - mounting fears about the prospect of a trade war (x)
shifting policy landscape - is caused by - signs that a spell of synchronized global growth is ending (x)","officials said they expect economic growth in the U.K. to pick up in the months ahead following a soft start to the year - causes - rise in borrowing costs this summer
Swiss National Bank kept its key policy rate in deeply negative territory - is caused by - the bank remains constrained by the actions of the European Central Bank
Swiss National Bank signaled no forthcoming changes despite signs of healthy economic activity - is caused by - the bank remains constrained by the actions of the European Central Bank
Swiss National Bank signaled no forthcoming changes despite signs of slowly rising inflation - is caused by - the bank remains constrained by the actions of the European Central Bank
Divergence among major central banks - causes - potential repercussions on stock
Divergence among major central banks - causes - potential repercussions on bond
Divergence among major central banks - causes - potential repercussions on currency markets
shifting policy landscape - is caused by - rising uncertainty over the outlook for the global economy (x)
shifting policy landscape - is caused by - mounting fears about the prospect of a trade war (x)
shifting policy landscape - is caused by - signs that a spell of synchronized global growth is ending (x)","{officials|Bank of England officials} expect economic growth in the U.K. to pick up in the months ahead following a soft start to the year - causes - the stage is set for a rise in borrowing costs this summer.
the Swiss National Bank kept its key policy rate in deeply negative territory and signaled no forthcoming changes despite signs of healthy economic activity and slowly rising inflation - is caused by - {the bank|the Swiss National Bank} remains constrained by the ac tions of the European Central Bank.
Recently emerging divergence among major central banks - causes - potential repercussions on stock, bond and currency markets.","economic growth in the U.K. to pick up in the months - causes - rise in borrowing costs this summer
the Swiss National Bank kept its key policy rate in deeply negative territory and signaled no forthcoming changes despite signs of healthy economic activity and slowly rising inflation - is caused by - {the bank|the Swiss National Bank} remains constrained by the actions of the European Central Bank.
Divergence among major central banks - causes - potential repercussions on stock
Divergence among major central banks - causes - potential repercussions on bond
Divergence among major central banks - causes - potential repercussions on currency markets
shifting policy landscape - is caused by - rising uncertainty over the outlook for the global economy (x)
shifting policy landscape - is caused by - mounting fears about the prospect of a trade war (x)
shifting policy landscape - is caused by - signs that a spell of synchronized global growth is ending (x)","- economic growth in the U.K. to pick up in the months ahead following a soft start to the year - causes - a rise in borrowing costs this summer 
- Norway's central bank stayed on hold - causes - rates will probably go up in September 
- the Swiss National Bank remains constrained by the actions of the European Central Bank - causes - the Swiss National Bank kept its key policy rate in deeply negative territory and signaled no forthcoming changes 
- Divergence among major central banks has emerged as a key theme recently - causes - potential repercussions on stock, bond and currency markets 
- rising uncertainty over the outlook for the global economy - causes - mounting fears about the prospect of a trade war and signs that a spell of synchronized global growth is ending"
"642Y-BSP1-DXY4-X513-00000-00","2021-11-14","NYT","Can Reaganism Rise Again?","the combination of the Biden administration's oversize burst of stimulus and not-quite-post-Covid supply-chain issues - causes - real inflationary conditions
real inflationary conditions - causes - prices and paychecks and politics (?)","Democratic spending - causes - 1970s-style inflation rates
combination of the Biden administration's oversize burst of stimulus and not-quite-post-Covid supply-chain issues - causes - inflationary conditions","The ideas associated with Ronald Reagan's ascent to power - is caused by - an era of Cold War and high crime rates, stagflation and sexual revolution

the combination of the Biden administration's oversize burst of stimulus and not-quite-post-Covid supply-chain issues - causes - real inflationary conditions
{the real thing|inflation} - causes - effects on prices 
{the real thing|inflation} - causes - effects on paychecks
{the real thing|inflation} - causes - effects politics itself","The ideas associated with Ronald Reagan's ascent to power - is caused by - an era of Cold War and high crime rates, stagflation and sexual revolution
Democratic spending - causes - 1970s-style inflation rates
combination of the Biden administration's oversize burst of stimulus and not-quite-post-Covid supply-chain issues - causes - inflationary conditions
real inflationary conditions - causes - {effects on} prices 
real inflationary conditions - causes - {effects on} paychecks
real inflationary conditions - causes - {effects on} politics","- the Biden administration's oversize burst of stimulus and not-quite-post-Covid supply-chain issues - causes - real inflationary conditions 
- real inflationary conditions - causes - palpable effects on prices, paychecks, and politics"
"1664323007_32984","2008-09-05","WSJ","International Finance: Indonesia Raises Interest Rate","prices will continue climbing on fuel prices - is caused by - the Muslim festival season
greater demand - is caused by - the Muslim festival season (x)
inflationary pressures are still strong - is caused by - fast-growing domestic demand","key interest rate here was raised a quarter point to 9.25% - is caused by - predicting high inflation for the rest of the year
prices will continue climbing - is caused by - greater demand tied to the Muslim festival season
inflationary pressures are still strong - is caused by - fast-growing {domestic|Indonesia's domestic} demand","The key interest rate {here|in Indonesia} was raised a quarter point to 9.25% - causes - prediction of high inflation for the rest of the year
inflationary pressures are still strong - is caused by - fast-growing domestic demand","key interest rate here was raised a quarter point to 9.25% - is caused by - predicting high inflation for the rest of the year
prices will continue climbing - is caused by - fuel prices
prices will continue climbing - is caused by - greater demand tied to the Muslim festival season
greater demand - is caused by - the Muslim festival season (x)
inflationary pressures are still strong - is caused by - fast-growing {domestic|Indonesia's domestic} demand","- Indonesia's key interest rate was raised a quarter point to 9.25% - causes - high inflation is predicted for the rest of the year 
- fuel prices and greater demand tied to the Muslim festival season - causes - prices to continue climbing
- fast-growing domestic demand - causes - strong inflationary pressures in Indonesia"
"1664518421_39593","2017-03-02","WSJ","U.S. News -- Capital Account: Nationalism and Economic Growth: the Bad and the Good","Hungary's unemployment rate, at 4.5%, is the EU's third lowest - is caused by - it didn't join the euro and has no plans to join (x)
Hungary didn't join the euro - causes - its currency is allowed to fall against the euro (x)
{its|Hungary's} currency is allowed to fall against the euro - causes - stabilization of exports (x)
{its|Hungary's} currency is allowed to fall against the euro - causes - stabilization of inflation
Hungary eschewing austerity - causes - structural budget deficit allowed to expand (x)
Hungary's structural budget deficit expands - is caused by - generous transfers from the rest of the EU (x)","{Its|Hungary's} unemployment rate, at 4.5%, is the EU's third lowest - is caused by - Hungary, unlike France, didn't join the euro
Hungary, unlike France, didn't join the euro - causes - {its|Hungary's} currency to fall against the euro, underpinning exports and inflation","{Its|Hungary’s} unemployment rate, at 4.5%, is the EU's third lowest - is caused by - Hungary, unlike France, didn't join the euro (x)
Hungary, unlike France, didn't join the euro - causes - {its|Hungary’s} currency is able to fall against the euro (x)
{its|Hungary’s} currency is able to fall against the euro - causes - stabilization of exports (x)
{its|Hungary’s} currency is able to fall against the euro - causes - stabilization of inflation","{Its|Hungary's} unemployment rate, at 4.5%, is the EU's third lowest - is caused by - Hungary, unlike France, didn't join the euro
Hungary, unlike France, didn't join the euro - causes - {its|Hungary’s} currency is able to fall against the euro (x)
{its|Hungary's} currency is allowed to fall against the euro - causes - underpinning {of} exports (x)
{its|Hungary's} currency is allowed to fall against the euro - causes - underpinning {of} inflation
Hungary didn't join the euro - causes - its currency is allowed to fall against the euro (x)
Hungary eschewing austerity - causes - structural budget deficit allowed to expand (x)
Hungary's structural budget deficit expands - is caused by - generous transfers from the rest of the EU (x)","BLANK"
